Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Luminosity,AB_Mag,Weight,Distance (pc)
qlp-s42-ffi,SPOC/QLP,262662119,4531.01,KP,349.0634656,0.306735,349.0634651,0.306689513,12.18,0.008,2463.724715,0.0011005,4.5334624,3.00E-06,3.619,0.121,12760,0.552146,[42],WASP-151 b; detected with combined QLP + K2 data,4.31,0.08,1,1.2,0.06,13.7214,0.73642,1309,5846,131.9,487.96,90,5.80E+33,12.62225768,0.3,100
qlp-s37-tois,SPOC,73717937,819.01,KP,192.189792,-47.613693,192.1895676,-47.61367887,11.685,0.018,2301.040554,0.0024036,16.2546802,7.18E-05,4.74,0.26,4950,1.90176,"[10, 11, 37]",HATS-17 b,4.41665,0,1,1.32,0.07,9.68176,0.544216,787,5846,0,63.815,25,7.02E+33,12.12725768,0.3,100
qlp-s20-ffi,QLP,53427308,1733.01,PC,118.8819191,54.5966399,118.8817652,54.5966013,10.379,0.006,1844.7654,0.004,5.80322,0.00192,1.569,0.23,1710,4.65989,[20],Small depth-aperture correlation; odd/even not reliable because fit fails; short transit duration for a big star; steep ingress and shallow egress could be due to disintegrating planet,4.11,0.07,1,1.5,0.07,6.3744,0.474266,781,5846,128.1,61.8583,13,9.06E+33,10.82125768,0.3,100
qlp-s58-faintsearch,QLP,327093061,6344.01,PC,23.7751706,47.7510614,23.77514065,47.75100648,13.037,0.007,2907.818792,0.0015717,3.5297965,8.10E-06,3.283,0.228,11120,464.356,"[18, 58]",found in faint-star QLP search,4.12,,1,1.48,,15.5125,,1393,5846,122,625.677,36,8.82E+33,13.47925768,0.3,100
qlp-s57-tois,QLP,334493051,3949.01,PC,331.2275929,64.4637249,331.2275882,64.46375087,13.474,0.028,2881.384085,0.0023864,2.2297524,5.90E-06,2.498,0.301,8798,394.068,"[16, 17, 18, 24, 57]",found in faint-star QLP search; transits possibly synchronized with underlying variability ,4.32,,1,1.17,,10.5562,,1555,5846,123,970.705,24,5.51E+33,13.91625768,0.3,100
spoc-s01-s36-b0A-PC,UNKNOWN,156991337,691.01,PC,99.9538772,-42.0452767,99.95381219,-42.0451986,10.234,0.006,1474.395282,0.002832915,6.905586187,5.30E-05,3.207350545,0.26897958,1105.831113,191.87572,"[6, 7, 33]",,4.4,0.08,1,1.079069972,0.053588,4.752734031,1.4784077,995.8703751,5846,131.4,232.4514475,10.477873,4.69E+33,10.67625768,0.3,100
spoc-s01-s36-b0A-PC,SPOC,149845414,2545.01,PC,135.5458661,-3.4207695,135.5458029,-3.420819431,8.90594,0.0061,1522.513973,0.002659881,7.994036718,5.26E-05,4.271047027,0.76901084,404.6194381,39.247066,"[8, 34]",potential L1 candidate; correct period is ~8 days confirmed with SPOC multisector,4.26525,0.0717198,1,1.253239989,0.0554799,2.557602114,2.075654,1022.986578,5846.29,115.111,258.8217348,11.495177,6.33E+33,9.348197675,0.3,100
spoc-s01-s39-b0A-PC,SPOC,273695332,2223.01,PC,18.68896,-81.9822,18.68989276,-81.9821648,12.002,0.019,2365.146877,0.001773252,6.930965674,3.20E-05,5.292144848,0.10705567,6887.420039,122.40133,"[27, 28, 39]",,4.3,,1,1.591359973,0.0734145,13.51365704,0.69025767,1254.956755,5847,5846.6,586.1868131,40.39721,1.02E+34,12.44425768,0.3,100
qlp-s37-tois,QLP,383949205,3013.01,PC,135.5762205,-57.527139,135.5761003,-57.52708788,12.701,0.006,2322.275502,0.0058411,5.4722557,6.15E-05,6.366,0.574,1800,3.34215,"[8, 9, 10, 35, 36, 37]",found in faint-star QLP search; low SNR; some depth aperture correlation,3.57,0.08,1,2.8,0.14,11.5748,0.804936,1619,5847,130.7,1142.88,12,3.16E+34,13.14325768,0.3,100
qlp-s55-tois,QLP,290308758,3582.01,PC,307.2925212,50.0769021,307.2925651,50.07692544,12.794,0.006,2816.901929,0.0017478,4.4168832,1.07E-05,3.659,0.196,11250,418.25,"[14, 15, 16, 41, 55]",found in faint-star QLP search; multiple stars in pixel,4.16,0.08,1,1.42,0.07,14.9431,3.25702,1314,5847,145.1,495.827,42,8.13E+33,13.23625768,0.3,100
qlp-s39-tois,UNKNOWN,270507305,827.01,PC,98.893377,-79.715873,98.89326924,-79.71575408,11.458,0.018,2387.22338,0.0002157,1.2282444,4.00E-07,1.698,0.05,7550,6.90501,"[1, 4, 7, 8, 11, 12, 13, 27, 28, 31, 34, 37, 38, 39]",v shaped; large; TFOP ambiguous planet candidate; possible synchronization; likely EB,4.33233,2.00353,1,1.27,0.06,13.055,0.697207,2317,5848,190,4792.2,260,6.51E+33,11.90025768,0.3,100
spoc-s14-s60-b02,SPOC,455737331,6250.01,PC,357.3512287,36.90079,357.3518362,36.90045563,9.51477,0.006,1780.693422,0.005203085,1076.609417,0.010402426,6.780383138,1.6964355,626.6130191,70.424644,"[17, 57]",duotransit; actual period likely shorter than max period of ~1076 days,4.38886,0.0812249,1,1.087520003,0.0516935,2.751226148,3.0867565,185.93669,5848,171.157,0.282475889,11.369339,4.77E+33,9.957027675,0.3,100
qlp-s05-faintsearch,QLP,152477897,2723.01,PC,62.7241321,-43.2472388,62.72426658,-43.24726387,13.316,0.006,2165.376298,0.0014483,3.3843865,9.30E-06,3.845,0.146,10730,3.01188,"[4, 5, 31]",found in faint-star QLP search,4.1,,1,1.52,,16.224,,1533,5848,123,917.268,29,9.32E+33,13.75825768,0.3,100
qlp-s37-faintsearch,QLP,454069765,4916.01,KP,176.2403483,-38.1397115,176.2402326,-38.1397158,12.114,0.006,2326.617962,0.0036295,4.1197036,0.0007363,4.547,0.456,2690,2.75282,"[10, 36, 37]",found in faint-star QLP search; NGTS-13 b,3.96,0.07,1,1.79,0.09,9.06392,0.541736,1584,5848.8,105.9,1047.58,20,1.29E+34,12.55625768,0.3,100
qlp-s63-ffi,SPOC,460984940,784.01,PC,159.341261,-63.65505,159.3412205,-63.65569232,8.705,0.017,3038.66554,0.0019217,2.7970316,6.40E-06,2.185,0.322,481,21.2174,"[10, 11, 37, 38, 63]",Crowded field; potential L1 planet,4.5297,0.261519,1,0.9,0.05,1.84303,0.116988,1256,5849,190,413.894,22,3.27E+33,9.147257675,0.3,100
qlp-s49-ffi,SPOC,233182695,2070.01,PC,219.0434894,68.94061755,219.0433735,68.94069544,9.74428,0.0061,2654.784093,0.0028314,6.3838817,3.22E-05,1.68,0.332,360,0.956865,"[14, 15, 16, 21, 22, 41, 47, 48, 49]",,4.33017,0.0759892,1,1.16,0.06,2.30075,0.166263,805,5849,123.43,69.7857,12,5.43E+33,10.18653768,0.3,100
spoc-s51-b02,SPOC,368805700,5674.01,KP,221.9440076,1.064945108,221.9438866,1.065022683,12.1159,0.0061,2695.989749,0.001042497,3.57718909,0.000283238,3.066997825,0.07727827,15679.39212,487.19873,[51],WASP-37 b,4.40819,0.0739753,1,1.063580036,0.0492513,13.50735058,0.71603334,1232.495508,5849.09,103.81,545.3337575,20.421024,4.57E+33,12.55815768,0.3,100
qlp-s13-faintsearch,QLP,290302491,3280.01,PC,328.2779774,-77.1981152,328.2778861,-77.19810346,13.01,0.006,2054.049655,0.0033076,3.8348994,4.51E-05,3.138,0.357,4600,4.82731,"[13, 27]",found in faint-star QLP search,4.08,,1,1.56,,10.5061,,1354,5849.3,162.9,559.599,15,9.82E+33,13.45225768,0.3,100
qlp-s43-faintsearch,QLP,309439436,5316.01,PC,91.8023332,35.9580609,91.80233335,35.95804394,13.021,0.01,2496.567378,0.0038727,0.9997277,0.000313,1.574,0.258,4890,13.0813,[43],found in faint-star QLP search,4.05,,1,1.61,,10.9188,,1887,5849.8,24.8,2105.63,13,1.05E+34,13.46325768,0.3,100
qlp-s64-faintsearch,QLP,304363215,6576.01,PC,164.9277328,-58.6590318,164.9276216,-58.65902829,13.009,0.006,3045.171715,0.0026651,19.3111424,0.0001107,3.92,0.337,18500,658.202,"[10, 37, 63, 64]",found in faint-star QLP search,4.54,,1,0.92,,9.91342,,653,5850,125,30.3232,29,3.42E+33,13.45125768,0.3,100
qlp-s37-faintsearch,QLP,6010784,4892.01,PC,193.9427131,-18.7364748,193.9426749,-18.73643916,13.208,0.008,2323.755016,0.0038781,4.516649,3.44E-05,3.654,0.336,6110,8.54266,"[10, 37]",found in faint-star QLP search,4.17,,1,1.4,,11.1801,,1323,5850,122,509.073,16,7.92E+33,13.65025768,0.3,100
qlp-s44-faintsearch,QLP,34781378,5354.01,PC,46.3306853,28.1858342,46.33068135,28.18582391,12.066,0.008,2520.861271,0.0008672,4.7949288,1.27E-05,3.898,0.123,7220,1.13101,"[18, 42, 43, 44, 58]",found in faint-star QLP search,4.17,0.09,1,1.41,0.08,12.1728,0.75176,1309,5850,128.2,487.852,46,8.03E+33,12.50825768,0.3,100
qlp-s44-tois,QLP,245793479,4688.01,PC,67.157789,14.5333184,67.15775945,14.53329134,12.587,0.01,2512.429858,0.001294,7.7688831,1.86E-05,1.353,0.361,7970,47.576,"[5, 32, 43, 44]",found in faint-star QLP search,4.35,0.08,1,1.14,0.06,11.4556,1.05342,704,5851,134.8,40.9939,23,5.25E+33,13.02925768,0.3,100
qlp-s35-tois,CTOI,347357977,2370.01,PC,132.8988753,-16.3862577,132.8988216,-16.38627657,11.488,0.006,2262.512418,0.0030324,12.6826724,0.0001138,3.827,0.406,2490,2.88725,"[8, 34, 35]",CTOI from Marco Montalto,4.43,0.08,1,1.04,0.05,5.24953,0.318192,824,5851,125.1,76.8372,13,4.37E+33,11.93025768,0.3,100
spoc-s14-s55-b0A-KP,SPOC,311408969,2122.01,KP,264.2734743,25.73118177,264.2735096,25.73114683,12.658,0.0068,2767.525934,0.0010416,3.585228373,3.32E-06,3.019722405,0.04476202,16909.22854,202.52211,"[25, 26, 52, 53]",HAT-P-55 b,4.40684,0.0787424,1,1.067250013,0.0521709,14.54318286,0.72772807,1233.532835,5852,126.792,547.1719916,87.39749,4.61E+33,13.10025768,0.3,100
qlp-s39-tois,QLP,304695574,3324.01,PC,278.4750532,-70.9461644,278.4749933,-70.94626206,12.957,0.006,2386.640201,0.0021121,2.8090597,1.23E-05,3.24,0.18,6430,4.81704,"[13, 39]",found in faint-star QLP search,4.1,0.07,1,1.52,0.07,12.0828,0.69344,1568,5852,129.2,1004.86,26,9.34E+33,13.39925768,0.3,100
qlp-s29-tois,SPOC,102030574,305.01,PC,15.8446715,-44.7057811,15.84470363,-44.70582641,12.329,0.006,1364.10083,0.00074,9.94915,1.00E-05,3.968,0.241,22920,6.21401,"[2, 29]",likely EB;,4.03,0.08,1,1.65,0.08,24.5989,1.30824,903,5852,135,110.866,89,1.10E+34,12.77125768,0.3,100
qlp-s58-tois,SPOC,419523962,6029.01,PC,8.386259985,61.86074851,8.386255518,61.86076593,11.6593,0.006,2904.818632,0.0052733,5.7998626,4.33E-05,5.684,0.604,2387,96.2553,"[17, 18, 24, 58]",evolved host; three other fainter stars in pixel,3.64892,0,1,2.55,,11.022,,1484,5852,122,806.794,19,2.63E+34,12.10155768,0.3,100
qlp-s49-tois,QLP,150388393,3876.01,PC,193.8989583,57.1410165,193.8986693,57.14101505,12.76,0.007,2659.91131,0.000751,6.5846694,1.03E-05,2.572,0.199,22460,11.9318,"[15, 22, 48, 49]",found in faint-star QLP search,4.49,0.08,1,0.97,0.05,14.5999,0.802001,897,5852,128.4,107.766,71,3.81E+33,13.20225768,0.3,100
qlp-s37-tois,QLP,260776145,3234.01,PC,189.1823294,-52.0570058,189.1823447,-52.05702931,12.591,0.008,2321.376877,0.0012166,10.7012764,2.00E-05,4.428,0.279,25250,10.7973,"[10, 11, 37]",found in faint-star QLP search,,,1,1.17,0.05,19.1102,0.942423,978,5853.2,131.5,152.102,79,5.54E+33,13.03325768,0.3,100
spoc-s21-b02,SPOC,4897275,1774.01,PC,148.1605375,35.11165494,148.1619305,35.11100796,7.6474,0.006,1872.341155,0.002249323,16.71004217,0.003280333,5.400465168,0.3893613,615.2873631,46.144043,"[21, 48]",still only two transits as of s48; transit that would have been in s48 landed in data gap,4.38636,0.0701936,1,1.09271,0.0444724,2.739661567,0.7620626,747.4400609,5853.7,106.531,73.76094748,11.938421,4.83E+33,8.089657675,0.3,100
spoc-s01-s39-b0A-PC,SPOC,375059587,786.01,PC,100.104098,-63.33925,100.1042147,-63.33910762,9.804,0.018,2365.717485,0.0061792,12.6693176,4.37E-05,4.876969981,0.2791742,315.4797657,15.451472,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",possible multi,4.22099,0.115886,1,1.314339995,0.0609145,2.421515494,0.5504572,898.9987072,5853.8,45.2182,154.3679975,19.086626,7.00E+33,10.24625768,0.3,100
qlp-s66-ffi,SPOC,375059587,786.02,PC,100.104098,-63.33925,100.1042147,-63.33910762,9.804,0.018,3083.928625,0.0108822,38.5537149,0.0004467,6.156,0.628,325,21.6878,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66]",potential multi,4.22099,0.115886,2,1.314339995,0.0609145,2.11294,0.14525,603,5853.8,45.2182,22.0428,14,7.00E+33,10.24625768,0.3,100
spoc-s64-b02,SPOC,166527623,6551.01,CP,207.52616,-40.83585,207.526001,-40.83589607,9.175,0.018,3044.634922,0.000693633,6.959397214,0.000367873,4.855326945,0.046882056,4826.865604,252.26306,"[11, 64]",HIP 67522 b,4.438,0,1,1.337290049,0.0659899,9.380052656,0.54557335,1096.064929,5854,0,341.0877558,20.406057,7.24E+33,9.617257675,0.3,100
spoc-s14-s55-b0A-KP,QLP,399860444,2140.01,KP,286.8084913,49.3164141,286.8085258,49.31642111,10.854,0.006,2012.510963,9.38E-05,2.470611418,5.84E-07,1.794486021,0.008252223,14310.71598,72.29766,"[26, 40, 41, 54, 55]",TrES-2 b,4.45,0.07,1,1.016129971,0.0402412,13.77034053,0.5475148,1363.799199,5854,101.6,817.5658193,260.52148,4.18E+33,11.29625768,0.3,100
qlp-s58-tois,QLP,312548829,3980.01,PC,12.8417915,59.5758477,12.84193739,59.57586063,11.863,0.006,2907.83037,0.001638,3.6089193,7.80E-06,2.255,0.628,5318,6158.93,"[17, 18, 24, 58]",found in faint-star QLP search; slightly v-shaped; multiple stars in pixel,4.04,0.08,1,1.63,0.08,17.0677,5.86311,1655,5854,169.2,1247,27,1.08E+34,12.30525768,0.3,100
qlp-s40-faintsearch,QLP,383828887,5196.01,PC,284.1608679,33.2795577,284.160862,33.27951407,13.236,0.007,2418.347453,0.0025875,2.5677096,1.39E-05,2.882,0.196,10430,11.5672,"[14, 40]",found in faint-star QLP search,4.28,,1,1.24,,12.6572,,1533,5854,122,917.773,18,6.23E+33,13.67825768,0.3,100
qlp-s41-tois,QLP,291147951,3541.01,PC,310.1213515,25.3369465,310.1213268,25.33689457,13.389,0.006,2444.951847,0.0029031,2.5313956,1.36E-05,3.128,0.208,9640,3669.73,"[14, 15, 41]",found in faint-star QLP search; possible centroid offset in qlp-s41-tois,4.36,,1,1.13,,23.2858,,2166,5854,122,3659.88,20,5.17E+33,13.83125768,0.3,100
qlp-s45-tois,QLP,97714451,4734.01,PC,90.3581292,12.5479048,90.35812191,12.54788254,11.904,0.014,2541.87525,0.0022294,6.2356356,2.98E-05,5.544,0.277,2470,0.956138,"[6, 33, 43, 44, 45]",found in faint-star QLP search,3.97,0.08,1,1.76,0.11,9.02698,0.578445,1397,5854,149.4,633.344,23,1.25E+34,12.34625768,0.3,100
spoc-s01-s36-b02-L1,SPOC,38939275,4344.01,PC,69.65094981,-61.34338363,69.65102592,-61.34347135,9.4826,0.006,1507.586416,0.014388347,731.4808779,0.020350799,14.70950511,1.7781773,244.9088772,36.08673,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",check neighbor TIC 6649664; low MES,3.83792,0.077154,1,2.0546,0.098744,3.2537107,2.2459438,290.8264482,5854,128.805,1.690661251,7.5742183,1.71E+34,9.924857675,0.3,100
qlp-s58-tois,QLP,250803548,3687.01,PC,34.0184304,53.1084107,34.01830251,53.10833544,13.39,0.006,2907.561404,0.0019755,4.4543921,1.28E-05,6.186,0.211,18251,485.283,"[18, 58]",found in faint-star QLP search; no stellar radius; host likely F star; fainter companion ~0.4'' away,,,1,,,,,1680,5854,417.8,1324.64,21,0,13.83225768,0.3,100
qlp-s58-tois,QLP,308613965,3674.01,PC,23.8771037,50.9878048,23.87713115,50.98780082,13.128,0.011,2909.403907,0.0019377,4.4619426,1.45E-05,3.232,0.324,10390,450.099,"[18, 58]",found in faint-star QLP search; slight depth aperture correlation,4.2,,1,1.36,,13.0569,,1245,5854,122,399.27,22,7.49E+33,13.57025768,0.3,100
spoc-s15-b02,SPOC,138968089,1429.01,PC,295.1011006,40.98669336,295.1010881,40.98672302,11.6459,0.0061,1711.558151,0.002353542,0.641255763,0.000109217,1.116108157,0.6985211,1029.534833,156.71747,[15],KOI-272; Kepler PC,4.1262,0.0861579,1,1.47292,0.0925879,4.841201962,7.962996,2573.956947,5854.65,147.439,10373.51921,7.2701707,8.79E+33,12.08815768,0.3,100
qlp-s52-tois,QLP,193773468,4118.01,PC,268.3733199,46.3464254,268.3732799,46.34640971,12.738,0.007,2767.000877,0.0006546,2.5551882,3.30E-06,2.356,0.07,11630,1.93545,"[25, 26, 40, 52]",found in faint-star QLP search; possible odd-even,4.3,0.07,1,1.21,0.06,13.5962,0.685276,1376,5855,129.3,595.9,66,5.93E+33,13.18025768,0.3,100
qlp-s41-faintsearch,QLP,274122380,5262.01,PC,298.4557364,42.9672561,298.4557515,42.96730814,11.822,0.006,2444.494366,0.0063583,2.873138,3.39E-05,2.908,0.566,1240,4.65408,"[14, 15, 41]",found in faint-star QLP search; potential L1 candidate,4.37,0.08,1,1.11,0.05,3.97027,0.326139,1548,5856,131,953.868,10,5.00E+33,12.26425768,0.3,100
qlp-s56-tois,QLP,365447203,3639.01,PC,327.7401832,58.8403593,327.7402499,58.84039118,13.201,0.012,2851.117615,0.0017197,5.7208592,1.20E-05,3.034,0.143,15720,665.141,"[16, 17, 56]",found in faint-star QLP search,4.36,,1,1.13,,14.6233,,1038,5856,122,193.036,23,5.18E+33,13.64325768,0.3,100
qlp-s59-ffi,QLP,10792081,5703.01,PC,29.1977469,65.7705434,29.19840618,65.77023638,10.022,0.006,2898.058002,0.0057699,10.169274,9.11E-05,5.569,1.802,960,2169.71,"[18, 24, 25, 52, 58]",possible centroid offset to NW; slight depth aperture correlation,4.45,0.08,1,1.01,0.05,6.72921,2.03485,1967,5856,140.9,2486.89,18,4.14E+33,10.46425768,0.3,100
qlp-s40-tois,SPOC/QLP,322046084,4449.01,PC,278.3259951,25.3952442,278.3260257,25.39515841,10.345,0.006,2413.789549,0.0003444,2.7518942,8.82E-05,1.259,0.151,9770,3.30194,[40],v-shaped,4.25,0.07,1,1.28,0.06,12.9899,0.655784,1059,5856,131,209.138,127,6.64E+33,10.78725768,0.3,100
